1997,"Indianapolis Colts owner Robert Irsay died from complications related to a stroke he suffered in 1995. Irsay acquired the club in 1972 when he traded his Los Angeles Rams to Carrol Rosenbloom for the Colts. He later moved the Colts from Baltimore to Indianapolis in 1984, January 14.",
1997,"The Green Bay Packers won their first NFL title in 29 years by defeating the New England Patriots 35-21 in Super Bowl XXXI at the Louisiana Superdome in New Orleans. The game was viewed by the fourth-largest audience in U.S. television history-128 million people, January 26.",
1997,"The rules governing cross-ownership were modified, permitting NFL club owners to also own teams in other sports in their home market or markets without NFL teams. The vote was 24-5 (one abstention) in favor of approval, March 11.",
1997,"Washington Redskins owner Jack Kent Cooke died at his home in Washington, D.C. Cooke became majority owner in 1974 and the Redskins won three Super Bowls under his leadership, April 6.",
1997,"The Barcelona Dragons defeated the Rhein Fire 38-24 to win the 1997 World Bowl in front of 31,100 fans at Estadi Olimpic de Montjuic in Barcelona, Spain, June 22.",
1997,"NFL clubs approved the transfer of the Seattle Seahawks from Ken Behring to Paul Allen, August 19.",
1997,"Jack Kent Cooke Stadium opened in Raljon, Maryland with a crowd of 78,270 as the Washington Redskins defeated the Arizona Cardinals 19-13 in overtime, September 14.",
1997,"The 10,000th regular-season game in NFL history was played when the Seattle Seahawks defeated the Tennessee Oilers 16-13 at the Kingdome in Seattle, October 5.",
1997,"Atlanta Falcons owner Rankin Smith died of heart failure three days prior to his seventy-third birthday. Smith was the founder of the Falcons and was instrumental in bringing Super Bowls XXVIII and XXXIV to Atlanta, October 26.",
1997,"NFL paid attendance totaled 999,778 for 15 games in Week 12, the highest weekend total in league history, November 16-17.",
1998,"The NFL reached agreement on record eight-year television contracts with four networks. ABC (Monday Night Football) and FOX (NFC) retained their previous rights, CBS took over the AFC package from NBC, and ESPN won the right to broadcast the entire Sunday night cable package, January 13.",
1998,"The World League was renamed the NFL Europe League, January 22. The Denver Broncos won their first Super Bowl by defeating the defending champion Green Bay Packers 31-24 in Super Bowl XXXII at Qualcomm Stadium in San Diego. The game tied Super Bowl XXVII for the third-largest audience in U.S. television history with 133.4 million viewers, January 25.",
1998,"The NFL clubs approved a six-year extension of the Collective Bargaining Agreement through 2003. The extended CBA also created a $100 million fund for youth football, March 22.",
1998,"The NFL clubs unanimously approved an expansion team for Cleveland to fulfill the commitment to return the Browns to the field in 1999, March 23.",
1998,"A total of $25.1 million, the largest NFL postseason pool ever, was divided among 737 players who participated in the 1997 playoffs, March 24.",
1998,"The Rhein Fire defeated the Frankfurt Galaxy 34-10 to win the 1998 World Bowl in front of 47,846 fans in Frankfurt's Waldstadion-the biggest crowd to witness a World Bowl since 1991, June 14. NFL clubs approved the transfer of the Minnesota Vikings from a 10-man ownership group to Red McCombs, July 28.",
1998,"The NFL Stadium at Camden Yards opened in Baltimore, Maryland before a crowd of 65,938 as the Baltimore Ravens defeated the Chicago Bears 19-14 in a preseason game, August 8.",
1998,"Raymond James Stadium opened in Tampa, Florida before a crowd of 62,410 as the Tampa Bay Buccaneers defeated the Chicago Bears 27-15, September 20.",
1998,"NFL paid attendance totaled 997,835 for 15 games in Week 1, the highest opening weekend total in league history and the second-highest total ever. In 1997, paid attendance totaled 999,778 for 15 games in Week 12, September 6-7.",
1998,"A Harris Poll says 55 percent of adults follow professional football, up 4 percent from 1997 and 6 percent from 1992, October 15.",
1998,"Tennessee Oilers owner Bud Adams announced the team will change its name to the Tennessee Titans following the 1998 season. The NFL announced that the name Oilers will be retired-a first in league history, November 14.",
1999,"The Denver Broncos won their second consecutive Super Bowl title by defeating the NFC champion Atlanta Falcons 34-19 in Super Bowl XXXIII at Pro Player Stadium in Miami. The game was viewed by 127.5 million viewers, the sixth most-watched program in U.S. television history, January 31.",
1999,"Jim Pyne, a center allocated by the Detroit Lions, was the first selection of the Cleveland Browns in the 1999 NFL Expansion Draft. The Browns eventually selected 37 players, February 9.",
1999,"CBS Radio/Westwood One agreed to a 3-year extension of their exclusive national radio rights to NFL games, March 11.",
1999,"NFL paid attendance of 19,741,493 for all games played during the 1998 season was the highest in league history, topping the 19,202,757 fans who paid to attend games in 1995. The 1998 regular-season total paid attendance of 15,364,873 for an average of 64,020 were also records, March 15.",
1999,"By a vote of 28-3, the owners adopted an instant replay system as an officiating aid for the 1999 season, March 17.",
1999,"New York Jets owner Leon Hess died from complications of a blood disease. Hess had been involved in the ownership of the Jets since 1963 and was sole owner of the club since 1984, May 9.",
1999,"A group led by Washington area businessman Daniel Snyder is approved by NFL clubs as the new owner of the Washington Redskins at a league meeting in Atlanta, May 25.",
1999,"The Frankfurt Galaxy became the first team in NFL Europe League history to win a second World Bowl by defeating the Barcelona Dragons 38-24 at Rheinstadion, in D|sseldorf, Germany, June 27.",
1999,"The Cleveland Browns returned to the field for the first time since 1995 and defeated the Dallas Cowboys 20-17 in overtime in the annual Hall of Fame Game at Canton, Ohio, August 9.",
1999,"Cleveland Browns Stadium opened in Cleveland, Ohio before a crowd of 71,398 as the Minnesota Vikings defeated the Browns in a preseason game, 24-17, August 21.",
1999,"Adelphia Coliseum opened in Nashville, Tennessee before a crowd of 65,729 with the Tennessee Titans defeating the Atlanta Falcons 17-3 in a preseason game, August 26.",
1999,"Houston, Texas and owner Robert McNair were awarded the NFL's thirty-second franchise in a vote of the NFL clubs at a league meeting in Atlanta. The team will begin play in 2002. The NFL clubs also voted to realign into eight divisions of four teams each for the 2002 season, October 6.",
1999,"Walter Payton, the NFL's all-time leading rusher, died of liver cancer at the age of 45. Payton played for the Chicago Bears from 1975-1987 and rushed for an NFL-record 16,726 yards, November 1.",
1999,"Former NFL Commissioner Pete Rozelle, who guided a still-developing league to its position today as America's most popular sport, was named by The Sporting News as the most powerful person in sports in the 20th Century, December 15.",
2000,"Johnson & Johnson heir Robert Wood Johnson IV was approved by NFL clubs as the new owner of the New York Jets at a league meeting, January 18.",
2000,"The St. Louis Rams won their first Super Bowl by defeating the AFC champion Tennessee Titans 23-16 in Super Bowl XXXIV at the Georgia Dome in Atlanta. The game was viewed by 130.7 million viewers, the fifth most-watched program in U.S. television history, January 30.",
2000,"For the first time in league history, paid attendance topped 16 million for the regular season and more than 65,000 per game, an increase of 1,300 per game over 1998. Paid attendance for all NFL games increased in 1999 for the third year in a row and was the highest ever in the 80-year history of the league. It marked the first time in league history that the 20-million paid attendance mark was reached for all games in a season, March 27.",
2000,"The Rhein Fire won their second World Bowl in three years, defeating the Scottish Claymores 13-10 to win World Bowl 2000 in front of 35,680 at Frankfurt's Waldstadion, June 25.",
2000,"More than 100 of the 136 living members of the Pro Football Hall of Fame gathered to celebrate Pro Football's Greatest Reunion in Canton, Ohio, July 28-31.",
2000,"Paul Brown Stadium opened in Cincinnati, Ohio with a crowd of 56,180 as the Cincinnati Bengals defeated the Chicago Bears 24-20 in a preseason game, August 19.",
2000,"Cincinnati's Corey Dillon set a single-game rushing record with 278 yards (22 carries) against Denver, breaking the previous record of 275 yards by Chicago's Walter Payton in 1977, October 22.",
2000,"Minnesota's Gary Anderson converted a 21-yard field goal against Buffalo to pass George Blanda as the NFL's all-time scoring leader with 2,004 points, October 22.",
2000,"At a league meeting in Atlanta, NFL owners awarded Super Bowl XXXVIII to Houston, Super Bowl XXXIX to Jacksonville and Super Bowl XL to Detroit, November 1.",
2000,"The NFL Officiating Department named Mike Pereira as Director of Officiating and Larry Upson as Director of Officiating Operations to replace retiring Senior Director of Officiating Jerry Seeman, December 1.",
2000,"San Francisco's Terrell Owens set a single-game receiving record with 20 receptions (283 yards) against Chicago, surpassing the previous mark of 18 by Tom Fears of the Los Angeles Rams in 1950, December 17.",
2001,"NFL clubs approved additional league-wide revenue sharing at a special league meeting in Dallas. The teams agreed to pool the visiting team share of gate receipts for all preseason and regular-season games and divide the pool equally starting in 2002, January 17.",
2001,"The Baltimore Ravens won their first Super Bowl by defeating the NFC champion New York Giants 34-7 in Super Bowl XXXV at Raymond James Stadium in Tampa. The game was witnessed by 131.2 million viewers, the fifth most-watched program in U.S. television history, January 28.",
2001,"The Sports Business Daily named NFL Commissioner Paul Tagliabue the 2000 Sports Industrialist of the Year, February 28.",
2001,"The NFL set an all-time paid attendance record in 2000 for the third consecutive year, reaching the 20-million paid attendance mark for only the second time in league history. Regular-season paid attendance of 16,387,289 for an average of 66,078 per game also was an all-time record for the third consecutive season. The Washington Redskins set an all-time NFL regular-season home paid attendance record with a total of 656,599 for eight games, breaking the record of 634,204 held by the 1980 Detroit Lions, March 26.",
2001,"A jury ruled for the NFL in a lawsuit brought against the league by the Oakland Raiders. The state court jury in Los Angeles rejected the Raiders' claims that the NFL destroyed their 1995 Hollywood Park stadium deal and that they own the Los Angeles market, May 21.",
2001,"NFL owners unanimously approved a realignment plan for the league starting in 2002. With the addition of the Houston Texans, the league's 32 teams will be divided into eight four-team divisions. Seven clubs change divisions, and the Seattle Seahawks change conferences, moving from the AFC to the NFC. A new scheduling format ensures that every team meets every other team in the league at least once every four years, May 22.",
2001,"The Berlin Thunder won their first World Bowl, defeating the Barcelona Dragons 24-17 to win World Bowl IX in front of 32,116 at Amsterdam Arena, June 30.",
2001,"Heinz Field opened in Pittsburgh, Pennsylvania before a crowd of 57,829 with the Pittsburgh Steelers defeating the Detroit Lions 20-7 in a preseason game; and INVESCO Field at Mile High opened in Denver, Colorado before a crowd of 74,063 with the Denver Broncos defeating the New Orleans Saints 31-24 in a preseason game, August 25.",
2001,"President George W. Bush became the first United States President to be involved in an NFL regular-season pregame coin toss as he helped kick off the 2001 season from the White House. Via satellite, President Bush tossed the coin for the 10 regular-season games that started at 1:00 PM ET, September 9.",
2001,"In the wake of the September 11 terrorist attacks, Commissioner Paul Tagliabue postponed the games scheduled for September 16-17, September 13.",
2001,"The league’s 16-game regular season was retained when the postponed Week 2 games were re-scheduled for the weekend of January 6-7, September 18.",
2001,"The NFL and its game officials agreed to a new six-year Collective Bargaining Agreement, ending a two-week lockout of the regular officials, who returned to work on September 23, September 19.",
2001,"The NFL announced that the Super Bowl would be re-scheduled from January 27 to February 3 in order to retain the full playoff format for the 2002 season. It will be the first Super Bowl played in February, October 3.",
2001,"President Bush designated Super Bowl XXXVI as a ""National Special Security Event,"" allowing all security for the game to be coordinated by the Secret Service, November 26.",
2001,"George Young, the NFL’s senior vice president of football operations and former general manager of the New York Giants, died at the age of 71. During Young’s 19-year tenure with the Giants, the team earned eight playoff berths and won Super Bowl XXI and XXV. Young was named NFL Executive of the Year an unprecedented five times, December 8.",
2002,"The NFL and the NFL Players Association agreed to a fourth extension of the 1993 Collective Bargaining Agreement through 2007, January 7.",
2002,"In an AFC Wild Card matchup, the Oakland Raiders defeated the New York Jets 38-24 in the NFL’s first-ever primetime playoff game, January 12.",
2002,"In a special meeting in New Orleans, NFL owners voted unanimously to approve the purchase of the Atlanta Falcons to Home Depot co-founder Arthur Blank, February 2.",
2002,"The New England Patriots won their first Super Bowl by defeating the NFC champion St. Louis Rams 20-17 in Super Bowl XXXVI at the Louisiana Superdome in New Orleans. The game marked the first time in Super Bowl history that the winning points came on the final play, a 48-yard field goal by Patriots kicker Adam Vinatieri. Super Bowl XXXVI was viewed by 131.7 million viewers, the fifth-most watched program in U.S. television history, February 3.",
2002,"Tennessee Titans head coach Jeff Fisher was named co-chairman of the NFL Competition Committee, February 6.",
2002,"Tony Boselli, a five-time Pro Bowl tackle allocated by the Jacksonville Jaguars, was the first selection of the Houston Texans in the 2002 NFL Expansion Draft. The Texans selected 19 players, February 18.",
2002,"The NFL and Westwood One/CBS Radio Sports announced the renewal of a multi-year agreement for Westwood One/CBS Radio Sports to continue as the exclusive network radio home of the NFL, April 9.",
2002,"NFL Europe kicked off its 10th season with a record 254 players allocated by NFL clubs, April 13-14.",
2002,"The Berlin Thunder became the first team to win consecutive World Bowls, defeating the Rhein Fire 26-20 to win World Bowl X in front of 53,109 fans at Rheinstadion, June 22.",
2002,"Seahawks Stadium opened in Seattle, Washington with an attendance of 55,902 fans as the Indianapolis Colts defeated the Seattle Seahawks 28-10 in a preseason game, August 10.",
2002,"Gillette Stadium opened in Foxboro, Massachusetts with a crowd of 68,436 fans as the New England Patriots defeated the Philadelphia Eagles 16-15 in a preseason game, August 17.",
2002,"Reliant Stadium opened in Houston, Texas with 69,432 fans in attendance, the largest non-Super Bowl crowd to ever watch an NFL game in Houston as the Miami Dolphins defeated the Houston Texans 24-3 in a preseason game, August 24.",
2002,"For the first time, the NFL season kicked off on a Thursday night in prime time as the San Francisco 49ers defeated the New York Giants 16-13 at Giants Stadium. The game was preceded by ""NFL Kickoff Live From Times Square,"" presented by New York City and the NFL, a football and music festival honoring the resilient spirit of New York and America, September 5.",
2002,"Week 1 of the 2002 season produced the highest-scoring and most competitive Kickoff Weekend in NFL history. The 16 games averaged 49.3 points per game. A total of 788 points and 89 touchdowns were scored, the most in league history for an opening weekend. Eleven of the 16 games were decided by one score (eight points or less), a Kickoff Weekend record, September 5-9.",
2002,"Johnny Unitas, the legendary quarterback for the Baltimore Colts and a Pro Football Hall of Fame member, died of a heart attack at the age of 69, September 11.",
2002,"Oakland Raiders wide receiver Jerry Rice became the all-time leader in yards from scrimmage, surpassing Pro Football Hall of Fame running back Walter Payton (21,281 yards), September 29.",
2002,"Baltimore Ravens cornerback Chris McAlister set an NFL record for the longest scoring play with a 107-yard touchdown return of an errant 57-yard field goal attempt by Denver Broncos kicker Jason Elam, September 30.",
2002,"Cleveland Browns owner Al Lerner, the NFL Finance Committee Chairman and Chairman and CEO of MBNA Corporation, died at the age of 69, October 23.",
2002,"Dallas Cowboys running back Emmitt Smith became the NFL's all-time rushing leader, surpassing Pro Football Hall of Fame running Back Walter Payton (16,726 yards), October 27.",
2002,"The NFL and NFLPA announced the creation of USA Football, the first national advocacy organization representing all levels of amateur football, December 5.",
2002,"Indianapolis Colts wide receiver Marvin Harrison set the NFL single-season record for pass receptions with 143, surpassing Herman Moore (123), December 29.",
2002,"The 2002 season concluded with 25 overtime games, the most in NFL history, December 30.",
2003,"The NFL announced the appointment of Steve Bornstein as executive vice president-media and president and chief executive officer of the NFL Network, to be launched in 2003. The NFL Network will be the first television programming service fully dedicated to the NFL and the sport of football, January 16.",
2003,"The Tampa Bay Buccaneers won their first Super Bowl by defeating the AFC champion Oakland Raiders 48-21 in Super Bowl XXXVII at Qualcomm Stadium in San Diego. The game was witnessed by 138.9 million viewers, making Super Bowl XXXVII the most-watched program in U.S. television history, January 26.",
2003,"The NFL set an all-time paid attendance record in 2002 with 21,505,138, the first time paid attendance topped 21- million. Regular-season paid attendance of 16,833,310 was also an all-time record, March 26.",
2003,"Chicago Bears chairman emeritus Edward W. McCaskey died at the age of 83, April 8.",
2003,"The Frankfurt Galaxy became the first team to win three World Bowls, defeating the Rhein Fire 35-16 to win World Bowl XI in front of 28,138 fans at Hampden Park, June 14.",
2003,"Tex Schramm, the legendary team president and general manager of the Dallas Cowboys and a member of the Pro Football Hall of Fame, died at the age of 83, July 15.",
2003,"Lincoln Financial Field opened in Philadelphia, Pennsylvania with an attendance of 66,279 fans as the New England Patriots defeated the Philadelphia Eagles 24-12 in a preseason game, August 22.",
2003,"A renovated Lambeau Field opened in Green Bay, Wisconsin with a crowd of 69,831 fans as the Carolina Panthers defeated the Green Bay Packers 20-7 in a preseason game, August 23.",
2003,"NFL owners awarded Super Bowl XLI, to be played on February 4, 2007 to Miami, September 17.",
2003,"A renovated Soldier Field opened in Chicago, Illinois with an attendance of 61,500 fans as the Green Bay Packers defeated the Chicago Bears 38-23 in a regular season game on ABC’s NFL Monday Night Football, September 29.",
2003,"NFL owners awarded Super Bowl XLII, to be played on February 3, 2008 to Glendale, Arizona, October 30.",
2003,"NFL Network, the first 24- hour, year-round television channel dedicated to the NFL and the sport of football, launched on DirecTV, November 4.",
2003,"Otto Graham, the legendary quarterback of the Cleveland Browns and a member of the Pro Football Hall of Fame, died at the age of 82, December 17.",
2003,"NFL paid attendance totaled 1,106,818 for 16 games in Week 17, the highest weekend total in league history, December 27-28.",
2004,"The New England Patriots won their second Super Bowl in three years by defeating the NFC champion Carolina Panthers 32-29 in Super Bowl XXXVIII at Reliant Stadium in Houston. The game was witnessed by 144.4 million viewers, making Super Bowl XXXVIII the most-watched program in U.S. television history, February 1.",
2004,"The NFL set an all-time paid attendance record in 2003 for the second consecutive year with a mark of 21,639,040.",
2004,"Regular-season paid attendance of 16,913,584 for an average of 66,328 per game were both all-time records, March 29.",
2004,"By a vote of 29-3, NFL owners extended the instant replay system for another five seasons through 2008, March 30.",
2004,"Steve Bisciotti took over as the controlling owner of the Baltimore Ravens, succeeding Art Modell, who operated the franchise for 43 years, April 8.",
2004,"Former Arizona Cardinals safety Pat Tillman was killed in a firefight while on combat patrol with the U.S. Army Rangers in Afghanistan, April 22.",
2004,"A federal appeals court formally ruled in favor of the NFL’s draft eligibility rule in Maurice Clarett’s lawsuit, citing federal labor policy in permitting the NFL and the Players Association to set rules for when players can enter the league, May 24.",
2004,"The Berlin Thunder defeated the Frankfurt Galaxy 30-24 to win World Bowl XII in front of 35,413 fans at Arena Auf- Schalke, June 12.",
2004,"The New England Patriots defeated the New York Jets 13-7 for their NFL-record 18th consecutive regular-season victory, October 24.",
2004,"The NFL reached an agreement on six-year contract extensions with two of its network television partners— CBS and FOX—to run through the 2011 season, November 8.",
2004,"The NFL and DirecTV announced a five-year extension on the NFL Sunday Ticket subscription television package to run through the 2010 season, November 8.",
2004,"NFL Europe named the Hamburg Sea Devils as the league’s newest team, November 24.",
2005,"Indianapolis Colts quarterback Peyton Manning set the NFL single-season record with 49 touchdown passes, January 2.",
2005,"The New England Patriots became the second team in NFL history to win three Super Bowls in four seasons by defeating the Philadelphia Eagles 24-21 in Super Bowl XXXIX at ALLTEL Stadium in Jacksonville. The game was witnessed by 133.7 million viewers, making Super Bowl XXXIX the fifth-most watched program in U.S. television history, February 6.",
2005,"The NFL set an all-time paid attendance record in 2004 for the third consecutive year with a mark of 21,708,624. Regular- season paid attendance increased to 17,000,811, the first time the NFL reached the 17-million mark. Average paid attendance of 66,409 was also an all-time high, March 21.",
2005,"The Pat Tillman USO Center opened in Afghanistan. The NFL donated $250,000 to the USO to honor the memory of the former Arizona Cardinals player who died in Afghanistan while serving in the U.S. Army, April 1.",
2005,"The NFL reached long-term agreements for its Sunday and Monday primetime TV packages. NBC returned to the NFL by acquiring the Sunday night package for six years (2006-2011). ESPN agreed on an eight-year deal to televise Monday Night Football from 2006-2013, April 18.",
2005,"The NFL strengthened its steroids program by adopting the Olympic testosterone testing standard, tripling the number of times a player can be randomly tested during the offseason from two to six, adding substances to the list of banned substances, and putting new language in the policy to allow for testing of designer drugs and other substances that may have evaded detection, April 27.",
2005,"NFL owners voted unanimously to approve the purchase of the Minnesota Vikings to real-estate developer Zygmunt Wilf, May 25.",
2005,"NFL owners awarded Super Bowl XLIII, to be played on February 1, 2009 to Tampa, May 25.",
2005,"The Amsterdam Admirals defeated the Berlin Thunder 27-21 to win World Bowl XIII in front of 35,134 at LTU Arena in Dusseldorf, Germany, June 11.",
2005,"The NFL designated September 18-19 as ""Hurricane Relief Weekend,"" which concluded with a telethon in conjunction with a Monday Night Football doubleheader on ABC and ESPN. The New York Giants-New Orleans Saints game, originally scheduled for the Louisiana Superdome, was moved to Giants Stadium following Hurricane Katrina. In total, the NFL, its owners, teams, players, and fans contributed $21 million to aid the Hurricane Katrina rebuilding effort, September 19.",
2005,"An NFL record 103,467 fans attended the Arizona Cardinals' 31-14 victory over the San Francisco 49ers at Mexico City's Azteca Stadium, the first-ever regular-season NFL game played outside the United States, October 2.",
2005,"NFL owners, by a vote of 31-1, approved the business plan of the NFL Europe League through its 2010 season, October 6.",
2005,"Wellington Mara, the New York Giants' president and co-chief executive officer died at the age of 89, October 25.",
2005,"Chicago Bears cornerback Nathan Vasher set an NFL record for the longest scoring play with a 108-yard touchdown return of an errant field goal by San Francisco kicker Joe Nedney in Chicago, November 13.",
2005,"Preston Robert Tisch, the Giants' chairman and co-chief executive officer, died at the age of 79, November 15.",
2005,"Sports Illustrated named New England Patriots quarterback Tom Brady the 2005 Sportsman of the Year, December 5.",
2006,"Seattle Seahawks running back Shaun Alexander set the NFL single-season record for touchdowns with 28, January 1.",
2006,"The NFL announced that NFL Network would begin airing a ""Road To The Playoffs"" package of eight primetime regular season NFL games starting in 2006, January 28.",
2006,"The Pittsburgh Steelers won their fifth Super Bowl, defeating the Seattle Seahawks 21-10 in Super Bowl XL at Ford Field in Detroit, Michigan. The game was witnessed by 141.1 million viewers, making it the second-most watched program in U.S. television history, February 3.",
2006,"The NFL clubs approved an extension of the Collective Bargaining Agreement through 2012. Owners also agreed on an expanded revenue sharing program that will redistribute $850 to $900 million over the course of the deal, March 8.",
2006,"Commissioner Tagliabue announced his decision to retire by the end of July. The NFL enjoyed an era of unrivaled prosperity in the Tagliabue Era, including labor peace throughout his 17-year tenure, March 20.",
2006,"The NFL set an all-time paid attendance record in 2005 for the fourth consecutive season. Attendance for all 2005 games was 21,792,096, an increase of nearly 84,000 over the previous record of 21,708,624 in 2004, March 27.",
2006,"NFL clubs unanimously decided to return the name of the official game ball to ""The Duke"" in honor of the late New York Giants owner Wellington Mara, March 27.",
